id,role,onset_frame,last_observation_frame,target_frame,container_fps,video_frame_count,parquet_sha_matches_download,timestamp_step_s,onset_to_target_s,last_observation_to_target_s,full_video_eligibility,independent_group_id
episode_000345,development,66,80,156,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5199999809265137,red detection performed on every frame,not established
episode_001072,development,45,59,135,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000839,development,56,70,146,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000677,development,60,74,150,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199998617172241,red detection performed on every frame,not established
episode_000913,development,65,79,155,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_001333,development,67,81,157,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000573,development,65,79,155,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000232,development,33,47,123,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_001144,development,49,63,139,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000723,development,68,82,158,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_001150,development,63,77,153,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000445,development,28,42,118,50.0,245,True,0.019999980926513672,1.800000011920929,1.5200000405311584,red detection performed on every frame,not established
episode_000588,development,41,55,131,50.0,245,True,0.019999980926513672,1.800000011920929,1.5199999809265137,red detection performed on every frame,not established
episode_000859,development,41,55,131,50.0,245,True,0.019999980926513672,1.800000011920929,1.5199999809265137,red detection performed on every frame,not established
episode_000069,development,62,76,152,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000838,development,55,69,145,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_001189,development,55,69,145,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000949,development,42,56,132,50.0,245,True,0.019999980926513672,1.800000011920929,1.5199999809265137,red detection performed on every frame,not established
episode_000468,development,60,74,150,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199998617172241,red detection performed on every frame,not established
episode_001334,development,41,55,131,50.0,245,True,0.019999980926513672,1.800000011920929,1.5199999809265137,red detection performed on every frame,not established
episode_000389,development,63,77,153,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_001300,development,69,83,159,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000336,development,54,68,144,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5199999809265137,red detection performed on every frame,not established
episode_000410,development,64,78,154,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000441,development,63,77,153,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_001409,development,58,72,148,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000192,development,61,75,151,50.0,245,True,0.019999980926513672,1.7999998331069946,1.5199998617172241,red detection performed on every frame,not established
episode_000655,development,39,53,129,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000322,development,53,67,143,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5199999809265137,red detection performed on every frame,not established
episode_001369,development,41,55,131,50.0,245,True,0.019999980926513672,1.800000011920929,1.5199999809265137,red detection performed on every frame,not established
episode_000048,development,55,69,145,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000806,development,40,54,130,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000343,development,75,89,165,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_001444,development,63,77,153,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000340,development,50,64,140,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_001452,development,54,68,144,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5199999809265137,red detection performed on every frame,not established
episode_000011,development,59,73,149,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000052,development,57,71,147,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000134,development,58,72,148,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_001140,development,55,69,145,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000032,development,59,73,149,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000997,development,56,70,146,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_001240,development,64,78,154,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000174,development,63,77,153,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_001071,development,55,69,145,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000524,development,58,72,148,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000663,development,67,81,157,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000511,development,45,59,135,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_001118,development,54,68,144,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5199999809265137,red detection performed on every frame,not established
episode_000826,development,58,72,148,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_001485,development,69,83,159,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000180,development,62,76,152,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000634,development,63,77,153,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000684,confirmation,41,55,131,50.0,245,True,0.019999980926513672,1.800000011920929,1.5199999809265137,red detection performed on every frame,not established
episode_001061,confirmation,85,99,175,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000613,confirmation,89,103,179,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5199999809265137,red detection performed on every frame,not established
episode_001457,confirmation,29,43,119,50.0,245,True,0.019999980926513672,1.800000011920929,1.5200000405311584,red detection performed on every frame,not established
episode_000741,confirmation,57,71,147,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000101,confirmation,56,70,146,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000713,confirmation,37,51,127,50.0,245,True,0.019999980926513672,1.8000001311302185,1.5200001001358032,red detection performed on every frame,not established
episode_001381,confirmation,65,79,155,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_001262,confirmation,51,65,141,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000064,confirmation,54,68,144,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5199999809265137,red detection performed on every frame,not established
episode_001277,confirmation,61,75,151,50.0,245,True,0.019999980926513672,1.7999998331069946,1.5199998617172241,red detection performed on every frame,not established
episode_000211,confirmation,58,72,148,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000150,confirmation,43,57,133,50.0,245,True,0.019999980926513672,1.800000011920929,1.5199999809265137,red detection performed on every frame,not established
episode_000890,confirmation,63,77,153,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000569,confirmation,60,74,150,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199998617172241,red detection performed on every frame,not established
episode_000195,confirmation,40,54,130,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_001384,confirmation,50,64,140,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000545,confirmation,58,72,148,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000435,confirmation,70,84,160,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_000367,confirmation,60,74,150,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199998617172241,red detection performed on every frame,not established
episode_001164,confirmation,25,39,115,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5200001001358032,red detection performed on every frame,not established
episode_000151,confirmation,80,94,170,50.0,245,True,0.019999980926513672,1.7999999523162842,1.5199999809265137,red detection performed on every frame,not established
episode_001216,confirmation,53,67,143,50.0,245,True,0.019999980926513672,1.8000000715255737,1.5199999809265137,red detection performed on every frame,not established
